Line_ID,Order_ID,Order_Date,Ship_Date,Lead_Time,Lead_Speed,Ship_Mode,Customer_ID,Customer_Name,Segment,City,State,Region,Product_ID,Category,Sub-Category,Product_Name,Sales,Quantity,Discount,Is_Discounted,Profit,Year,Month_Num,Month_Name,Profit_Margin,Profit_per_Unit
9759,CA-2016-146913,2016-10-31,2016-11-05,5,OK,Standard Class,SF-20965,Sylvia Foulston,Corporate,San Francisco,California,West,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,"$1,403.92",5,20%,Yes,$70.20,2016,10,October,0.05,$14.04
9760,CA-2017-159135,2017-11-04,2017-11-08,4,OK,Standard Class,KM-16375,Katherine Murray,Home Office,Springdale,Arkansas,South,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",$4.30,2,0%,No,$1.42,2017,11,November,0.33,$0.71
9761,CA-2014-121762,2014-02-14,2014-02-18,4,OK,Standard Class,ML-17395,Marina Lichtenstein,Corporate,Seattle,Washington,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,$239.97,3,0%,No,$86.39,2014,02,February,0.36,$28.80
9762,CA-2014-121762,2014-02-14,2014-02-18,4,OK,Standard Class,ML-17395,Marina Lichtenstein,Corporate,Seattle,Washington,West,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,$81.96,2,0%,No,$22.95,2014,02,February,0.28,$11.47
9763,CA-2014-121762,2014-02-14,2014-02-18,4,OK,Standard Class,ML-17395,Marina Lichtenstein,Corporate,Seattle,Washington,West,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,$238.62,2,0%,No,$4.77,2014,02,February,0.02,$2.39
9764,CA-2014-123855,2014-06-18,2014-06-23,5,OK,Standard Class,MC-18100,Mick Crebagga,Consumer,Los Angeles,California,West,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,$139.80,5,20%,Yes,$12.23,2014,06,June,0.09,$2.45
9765,CA-2017-101959,2017-02-28,2017-03-06,6,SLOW,Standard Class,DB-13660,Duane Benoit,Consumer,Middletown,Connecticut,East,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,$9.84,2,0%,No,$4.72,2017,02,February,0.48,$2.36
9766,CA-2017-101959,2017-02-28,2017-03-06,6,SLOW,Standard Class,DB-13660,Duane Benoit,Consumer,Middletown,Connecticut,East,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",$7.78,1,0%,No,$3.50,2017,02,February,0.45,$3.50
9767,CA-2017-102659,2017-12-09,2017-12-15,6,SLOW,Standard Class,LW-17215,Luke Weiss,Consumer,Grand Rapids,Michigan,Central,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,$54.90,5,0%,No,$26.90,2017,12,December,0.49,$5.38
9768,CA-2017-142328,2017-12-07,2017-12-14,7,SLOW,Standard Class,TC-21535,Tracy Collins,Home Office,San Francisco,California,West,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",$50.04,6,0%,No,$25.02,2017,12,December,0.50,$4.17
9769,CA-2016-123533,2016-11-24,2016-11-30,6,SLOW,Standard Class,SC-20050,Sample Company A,Home Office,Hialeah,Florida,South,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,$339.92,5,20%,Yes,$8.50,2016,11,November,0.03,$1.70
9770,CA-2016-123533,2016-11-24,2016-11-30,6,SLOW,Standard Class,SC-20050,Sample Company A,Home Office,Hialeah,Florida,South,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,$10.53,4,20%,Yes,$3.42,2016,11,November,0.33,$0.86
9771,CA-2016-123533,2016-11-24,2016-11-30,6,SLOW,Standard Class,SC-20050,Sample Company A,Home Office,Hialeah,Florida,South,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,$42.38,2,20%,Yes,$4.24,2016,11,November,0.10,$2.12
9772,CA-2016-104983,2016-07-03,2016-07-03,0,FAST,Same Day,FM-14215,Filia McAdams,Corporate,Philadelphia,Pennsylvania,East,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,$123.92,5,0.20,Yes,$38.73,2016,07,July,0.31,$7.75
9773,CA-2016-160234,2016-06-26,2016-07-03,7,SLOW,Standard Class,PF-19225,Phillip Flathmann,Consumer,Atlanta,Georgia,South,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,$135.95,1,0%,No,$39.43,2016,06,June,0.29,$39.43
9774,CA-2014-169019,2014-07-26,2014-07-30,4,OK,Standard Class,LF-17185,Luke Foster,Consumer,San Antonio,Texas,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,"$2,177.58",8,80%,Yes,"-$3,701.89",2014,07,July,-1.70,-$462.74
9775,CA-2014-169019,2014-07-26,2014-07-30,4,OK,Standard Class,LF-17185,Luke Foster,Consumer,San Antonio,Texas,Central,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,$17.50,3,60%,Yes,-$10.06,2014,07,July,-0.58,-$3.35
9776,CA-2014-169019,2014-07-26,2014-07-30,4,OK,Standard Class,LF-17185,Luke Foster,Consumer,San Antonio,Texas,Central,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,$16.78,4,80%,Yes,-$26.85,2014,07,July,-1.60,-$6.71
9777,CA-2014-169019,2014-07-26,2014-07-30,4,OK,Standard Class,LF-17185,Luke Foster,Consumer,San Antonio,Texas,Central,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,$431.14,9,20%,Yes,-$26.95,2014,07,July,-0.06,-$2.99
9778,CA-2014-169019,2014-07-26,2014-07-30,4,OK,Standard Class,LF-17185,Luke Foster,Consumer,San Antonio,Texas,Central,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,$8.88,5,80%,Yes,-$13.32,2014,07,July,-1.50,-$2.66
9779,CA-2014-169019,2014-07-26,2014-07-30,4,OK,Standard Class,LF-17185,Luke Foster,Consumer,San Antonio,Texas,Central,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,$4.84,2,80%,Yes,-$12.09,2014,07,July,-2.50,-$6.05
9780,CA-2016-153178,2016-09-14,2016-09-18,4,OK,Standard Class,CL-12565,Clay Ludtke,Consumer,Long Beach,New York,East,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,$437.85,3,0%,No,$131.36,2016,09,September,0.30,$43.79
9781,CA-2016-153178,2016-09-14,2016-09-18,4,OK,Standard Class,CL-12565,Clay Ludtke,Consumer,Long Beach,New York,East,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,$673.57,2,20%,Yes,$252.59,2016,09,September,0.38,$126.29
9782,CA-2015-149748,2015-05-31,2015-06-02,2,FAST,Second Class,EM-13825,Elizabeth Moffitt,Corporate,Paterson,New Jersey,East,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,$274.80,5,0.00,No,$134.65,2015,05,May,0.49,$26.93
9783,CA-2015-149748,2015-05-31,2015-06-02,2,FAST,Second Class,EM-13825,Elizabeth Moffitt,Corporate,Paterson,New Jersey,East,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",$62.18,1,0.00,No,$16.79,2015,05,May,0.27,$16.79
9784,CA-2015-149748,2015-05-31,2015-06-02,2,FAST,Second Class,EM-13825,Elizabeth Moffitt,Corporate,Paterson,New Jersey,East,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,$8.28,2,0.00,No,$2.98,2015,05,May,0.36,$1.49
9785,CA-2015-155635,2015-05-09,2015-05-13,4,OK,Standard Class,ME-17725,Max Engle,Consumer,Louisville,Kentucky,South,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",$48.81,3,0%,No,$23.92,2015,05,May,0.49,$7.97
9786,US-2014-114377,2014-11-05,2014-11-05,0,FAST,Same Day,BG-11035,Barry Gonzalez,Consumer,Hampton,Virginia,South,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",$149.90,5,0.00,No,$40.47,2014,11,November,0.27,$8.09
9787,CA-2017-144491,2017-03-27,2017-04-01,5,OK,Standard Class,CJ-12010,Caroline Jumper,Consumer,Houston,Texas,Central,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors","$1,023.33",5,32%,Yes,-$30.10,2017,03,March,-0.03,-$6.02
9788,CA-2017-144491,2017-03-27,2017-04-01,5,OK,Standard Class,CJ-12010,Caroline Jumper,Consumer,Houston,Texas,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,$600.56,3,30%,Yes,-$8.58,2017,03,March,-0.01,-$2.86
9789,CA-2017-144491,2017-03-27,2017-04-01,5,OK,Standard Class,CJ-12010,Caroline Jumper,Consumer,Houston,Texas,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,$39.99,1,20%,Yes,$7.00,2017,03,March,0.18,$7.00
9790,CA-2017-144491,2017-03-27,2017-04-01,5,OK,Standard Class,CJ-12010,Caroline Jumper,Consumer,Houston,Texas,Central,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",$211.25,2,30%,Yes,-$66.39,2017,03,March,-0.31,-$33.20
9791,CA-2014-127166,2014-05-21,2014-05-23,2,FAST,Second Class,KH-16360,Katherine Hughes,Consumer,Houston,Texas,Central,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,$56.06,6,0.20,Yes,$21.02,2014,05,May,0.38,$3.50
9792,CA-2014-127166,2014-05-21,2014-05-23,2,FAST,Second Class,KH-16360,Katherine Hughes,Consumer,Houston,Texas,Central,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,$107.77,2,0.30,Yes,-$29.25,2014,05,May,-0.27,-$14.63
9793,CA-2014-127166,2014-05-21,2014-05-23,2,FAST,Second Class,KH-16360,Katherine Hughes,Consumer,Houston,Texas,Central,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",$4.83,1,0.20,Yes,$1.63,2014,05,May,0.34,$1.63
9794,CA-2014-127166,2014-05-21,2014-05-23,2,FAST,Second Class,KH-16360,Katherine Hughes,Consumer,Houston,Texas,Central,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,$18.24,3,0.80,Yes,-$31.01,2014,05,May,-1.70,-$10.34
9795,CA-2016-125920,2016-05-21,2016-05-28,7,SLOW,Standard Class,SH-19975,Sally Hughsby,Corporate,Chicago,Illinois,Central,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",$3.80,3,80%,Yes,-$5.89,2016,05,May,-1.55,-$1.96
9796,CA-2015-128608,2015-01-12,2015-01-17,5,OK,Standard Class,CS-12490,Cindy Schnelling,Corporate,Toledo,Ohio,East,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",$10.37,2,20%,Yes,$1.56,2015,01,January,0.15,$0.78
9797,CA-2015-128608,2015-01-12,2015-01-17,5,OK,Standard Class,CS-12490,Cindy Schnelling,Corporate,Toledo,Ohio,East,TEC-PH-10004977,Technology,Phones,GE 30524EE4,$235.19,2,40%,Yes,-$43.12,2015,01,January,-0.18,-$21.56
9798,CA-2015-128608,2015-01-12,2015-01-17,5,OK,Standard Class,CS-12490,Cindy Schnelling,Corporate,Toledo,Ohio,East,TEC-PH-10000912,Technology,Phones,Anker 24W Portable Micro USB Car Charger,$26.38,4,40%,Yes,$2.64,2015,01,January,0.10,$0.66
9799,CA-2015-128608,2015-01-12,2015-01-17,5,OK,Standard Class,CS-12490,Cindy Schnelling,Corporate,Toledo,Ohio,East,TEC-AC-10000487,Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,$10.38,2,20%,Yes,$2.21,2015,01,January,0.21,$1.10
9800,CA-2015-128608,2015-01-12,2015-01-17,5,OK,Standard Class,CS-12490,Cindy Schnelling,Corporate,Toledo,Ohio,East,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,$107.12,3,40%,Yes,-$21.42,2015,01,January,-0.20,-$7.14
9801,CA-2017-137918,2017-09-29,2017-10-06,7,SLOW,Standard Class,JK-15730,Joe Kamberova,Consumer,Lodi,California,West,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",$97.30,7,0%,No,$28.22,2017,09,September,0.29,$4.03
9802,CA-2015-122973,2015-07-18,2015-07-20,2,FAST,Second Class,PJ-19015,Pauline Johnson,Consumer,New York City,New York,East,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,$3.33,2,0.20,Yes,$1.21,2015,07,July,0.36,$0.60
9803,CA-2015-122973,2015-07-18,2015-07-20,2,FAST,Second Class,PJ-19015,Pauline Johnson,Consumer,New York City,New York,East,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",$135.99,1,0.00,No,$36.72,2015,07,July,0.27,$36.72
9804,CA-2015-122973,2015-07-18,2015-07-20,2,FAST,Second Class,PJ-19015,Pauline Johnson,Consumer,New York City,New York,East,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",$7.38,1,0.00,No,$2.14,2015,07,July,0.29,$2.14
9805,CA-2016-136322,2016-10-21,2016-10-26,5,OK,Standard Class,AP-10720,Anne Pryor,Home Office,Fort Lauderdale,Florida,South,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",$45.57,2,20%,Yes,$9.68,2016,10,October,0.21,$4.84
9806,CA-2016-136322,2016-10-21,2016-10-26,5,OK,Standard Class,AP-10720,Anne Pryor,Home Office,Fort Lauderdale,Florida,South,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,$28.75,8,70%,Yes,-$21.08,2016,10,October,-0.73,-$2.64
9807,CA-2017-107209,2017-07-27,2017-08-01,5,OK,Second Class,JW-15955,Joni Wasserman,Consumer,Raleigh,North Carolina,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",$194.85,4,20%,Yes,$12.18,2017,07,July,0.06,$3.04
9808,CA-2017-145093,2017-07-21,2017-07-26,5,OK,Standard Class,PT-19090,Pete Takahito,Consumer,Chicago,Illinois,Central,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",$2.11,2,80%,Yes,-$3.38,2017,07,July,-1.60,-$1.69
9809,US-2014-139640,2014-11-07,2014-11-11,4,OK,Second Class,TB-21595,Troy Blackwell,Consumer,Portland,Oregon,West,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,$25.92,5,20%,Yes,$9.07,2014,11,November,0.35,$1.81
9810,US-2014-139640,2014-11-07,2014-11-11,4,OK,Second Class,TB-21595,Troy Blackwell,Consumer,Portland,Oregon,West,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,$120.77,4,20%,Yes,$9.06,2014,11,November,0.08,$2.26
9811,CA-2016-117583,2016-11-27,2016-11-30,3,OK,First Class,CB-12025,Cassandra Brandow,Consumer,East Orange,New Jersey,East,OFF-PA-10001246,Office Supplies,Paper,Xerox 215,$25.92,4,0%,No,$12.44,2016,11,November,0.48,$3.11
9812,CA-2016-117583,2016-11-27,2016-11-30,3,OK,First Class,CB-12025,Cassandra Brandow,Consumer,East Orange,New Jersey,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,$34.65,3,0%,No,$9.70,2016,11,November,0.28,$3.23
9813,CA-2016-117583,2016-11-27,2016-11-30,3,OK,First Class,CB-12025,Cassandra Brandow,Consumer,East Orange,New Jersey,East,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,$204.95,5,0%,No,$100.43,2016,11,November,0.49,$20.09
9814,CA-2016-117583,2016-11-27,2016-11-30,3,OK,First Class,CB-12025,Cassandra Brandow,Consumer,East Orange,New Jersey,East,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",$79.95,5,0%,No,$38.38,2016,11,November,0.48,$7.68
9815,CA-2015-162201,2015-06-08,2015-06-12,4,OK,Standard Class,AG-10495,Andrew Gjertsen,Corporate,Saint Petersburg,Florida,South,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,$173.49,7,20%,Yes,$54.22,2015,06,June,0.31,$7.75
9816,CA-2015-162201,2015-06-08,2015-06-12,4,OK,Standard Class,AG-10495,Andrew Gjertsen,Corporate,Saint Petersburg,Florida,South,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,$516.96,4,20%,Yes,-$6.46,2015,06,June,-0.01,-$1.62
9817,CA-2015-162201,2015-06-08,2015-06-12,4,OK,Standard Class,AG-10495,Andrew Gjertsen,Corporate,Saint Petersburg,Florida,South,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",$173.21,7,20%,Yes,$45.47,2015,06,June,0.26,$6.50
9818,CA-2015-162201,2015-06-08,2015-06-12,4,OK,Standard Class,AG-10495,Andrew Gjertsen,Corporate,Saint Petersburg,Florida,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,$4.45,2,20%,Yes,$0.33,2015,06,June,0.08,$0.17
9819,CA-2015-162201,2015-06-08,2015-06-12,4,OK,Standard Class,AG-10495,Andrew Gjertsen,Corporate,Saint Petersburg,Florida,South,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,$9.00,3,20%,Yes,$3.15,2015,06,June,0.35,$1.05
9820,CA-2015-162201,2015-06-08,2015-06-12,4,OK,Standard Class,AG-10495,Andrew Gjertsen,Corporate,Saint Petersburg,Florida,South,OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,$42.24,10,20%,Yes,$13.20,2015,06,June,0.31,$1.32
9821,CA-2015-162201,2015-06-08,2015-06-12,4,OK,Standard Class,AG-10495,Andrew Gjertsen,Corporate,Saint Petersburg,Florida,South,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",$18.26,2,70%,Yes,-$13.39,2015,06,June,-0.73,-$6.70
9822,US-2014-164406,2014-08-15,2014-08-19,4,OK,Standard Class,BD-11605,Brian Dahlen,Consumer,San Francisco,California,West,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,$152.91,3,0%,No,$42.81,2014,08,August,0.28,$14.27
9823,US-2014-164406,2014-08-15,2014-08-19,4,OK,Standard Class,BD-11605,Brian Dahlen,Consumer,San Francisco,California,West,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,$92.94,3,0%,No,$41.82,2014,08,August,0.45,$13.94
9824,US-2014-164406,2014-08-15,2014-08-19,4,OK,Standard Class,BD-11605,Brian Dahlen,Consumer,San Francisco,California,West,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,$17.86,4,20%,Yes,$6.25,2014,08,August,0.35,$1.56
9825,US-2014-164406,2014-08-15,2014-08-19,4,OK,Standard Class,BD-11605,Brian Dahlen,Consumer,San Francisco,California,West,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,$46.44,3,20%,Yes,$15.09,2014,08,August,0.33,$5.03
9826,US-2014-164406,2014-08-15,2014-08-19,4,OK,Standard Class,BD-11605,Brian Dahlen,Consumer,San Francisco,California,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,$195.14,4,20%,Yes,-$12.20,2014,08,August,-0.06,-$3.05
9827,CA-2017-169999,2017-06-19,2017-06-26,7,SLOW,Standard Class,JS-15685,Jim Sink,Corporate,New York City,New York,East,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,$129.30,2,0%,No,$6.47,2017,06,June,0.05,$3.23
9828,CA-2017-169999,2017-06-19,2017-06-26,7,SLOW,Standard Class,JS-15685,Jim Sink,Corporate,New York City,New York,East,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,$11.57,3,20%,Yes,$3.76,2017,06,June,0.33,$1.25
9829,US-2017-152842,2017-07-16,2017-07-23,7,SLOW,Standard Class,NF-18385,Natalie Fritzler,Consumer,Charlotte,North Carolina,South,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",$242.35,3,20%,Yes,$15.15,2017,07,July,0.06,$5.05
9830,CA-2014-113257,2014-12-16,2014-12-18,2,FAST,Second Class,SC-20305,Sean Christensen,Consumer,Beaumont,Texas,Central,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,$319.97,4,0.20,Yes,$95.99,2014,12,December,0.30,$24.00
9831,CA-2014-113257,2014-12-16,2014-12-18,2,FAST,Second Class,SC-20305,Sean Christensen,Consumer,Beaumont,Texas,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,$8.62,7,0.60,Yes,-$2.59,2014,12,December,-0.30,-$0.37
9832,CA-2014-133963,2014-05-18,2014-05-22,4,OK,Second Class,GA-14515,George Ashbrook,Consumer,Dallas,Texas,Central,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,$3.98,1,20%,Yes,$1.44,2014,05,May,0.36,$1.44
9833,CA-2017-130302,2017-09-14,2017-09-19,5,OK,Standard Class,CY-12745,Craig Yedwab,Corporate,Springfield,Ohio,East,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,$895.94,7,20%,Yes,$190.39,2017,09,September,0.21,$27.20
9834,CA-2016-126627,2016-10-10,2016-10-12,2,FAST,First Class,WB-21850,William Brown,Consumer,La Porte,Texas,Central,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",$14.00,4,0.60,Yes,-$6.30,2016,10,October,-0.45,-$1.58
9835,CA-2016-126627,2016-10-10,2016-10-12,2,FAST,First Class,WB-21850,William Brown,Consumer,La Porte,Texas,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",$16.39,2,0.80,Yes,-$26.23,2016,10,October,-1.60,-$13.11
9836,US-2016-125402,2016-09-25,2016-10-01,6,SLOW,Standard Class,DL-12865,Dan Lawera,Consumer,Long Beach,California,West,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",$10.90,5,0%,No,$5.12,2016,09,September,0.47,$1.02
9837,US-2016-125402,2016-09-25,2016-10-01,6,SLOW,Standard Class,DL-12865,Dan Lawera,Consumer,Long Beach,California,West,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,$29.60,2,0%,No,$14.80,2016,09,September,0.50,$7.40
9838,US-2016-125402,2016-09-25,2016-10-01,6,SLOW,Standard Class,DL-12865,Dan Lawera,Consumer,Long Beach,California,West,OFF-LA-10001771,Office Supplies,Labels,Avery 513,$4.98,1,0%,No,$2.29,2016,09,September,0.46,$2.29
9839,US-2016-125402,2016-09-25,2016-10-01,6,SLOW,Standard Class,DL-12865,Dan Lawera,Consumer,Long Beach,California,West,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,$479.98,3,20%,Yes,$161.99,2016,09,September,0.34,$54.00
9840,US-2016-125402,2016-09-25,2016-10-01,6,SLOW,Standard Class,DL-12865,Dan Lawera,Consumer,Long Beach,California,West,TEC-PH-10003356,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",$44.74,8,20%,Yes,$4.47,2016,09,September,0.10,$0.56
9841,US-2016-125402,2016-09-25,2016-10-01,6,SLOW,Standard Class,DL-12865,Dan Lawera,Consumer,Long Beach,California,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,$5.76,2,0%,No,$1.67,2016,09,September,0.29,$0.84
9842,US-2016-125402,2016-09-25,2016-10-01,6,SLOW,Standard Class,DL-12865,Dan Lawera,Consumer,Long Beach,California,West,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",$483.14,4,20%,Yes,$60.39,2016,09,September,0.13,$15.10
9843,CA-2014-163867,2014-06-03,2014-06-06,3,OK,First Class,RE-19450,Richard Eichhorn,Consumer,Decatur,Illinois,Central,OFF-LA-10001771,Office Supplies,Labels,Avery 513,$15.94,4,20%,Yes,$5.18,2014,06,June,0.33,$1.29
9844,CA-2014-163867,2014-06-03,2014-06-06,3,OK,First Class,RE-19450,Richard Eichhorn,Consumer,Decatur,Illinois,Central,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",$61.54,7,60%,Yes,-$40.00,2014,06,June,-0.65,-$5.71
9845,CA-2014-163867,2014-06-03,2014-06-06,3,OK,First Class,RE-19450,Richard Eichhorn,Consumer,Decatur,Illinois,Central,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,$132.70,3,20%,Yes,$9.95,2014,06,June,0.08,$3.32
9846,CA-2017-169327,2017-09-02,2017-09-04,2,FAST,Second Class,MH-17290,Marc Harrigan,Home Office,Los Angeles,California,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",$43.10,5,0.00,No,$11.21,2017,09,September,0.26,$2.24
9847,CA-2017-169327,2017-09-02,2017-09-04,2,FAST,Second Class,MH-17290,Marc Harrigan,Home Office,Los Angeles,California,West,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,$511.50,5,0.00,No,$132.99,2017,09,September,0.26,$26.60
9848,CA-2017-169327,2017-09-02,2017-09-04,2,FAST,Second Class,MH-17290,Marc Harrigan,Home Office,Los Angeles,California,West,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",$147.92,5,0.20,Yes,$46.23,2017,09,September,0.31,$9.25
9849,CA-2014-142979,2014-04-12,2014-04-18,6,SLOW,Standard Class,EH-13765,Edward Hooks,Corporate,Lodi,California,West,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,$39.68,2,0%,No,$16.27,2014,04,April,0.41,$8.13
9850,CA-2016-158155,2016-05-02,2016-05-06,4,OK,Standard Class,EH-13765,Edward Hooks,Corporate,New York City,New York,East,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,$12.56,2,0%,No,$4.02,2016,05,May,0.32,$2.01
9851,CA-2016-158155,2016-05-02,2016-05-06,4,OK,Standard Class,EH-13765,Edward Hooks,Corporate,New York City,New York,East,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,$90.48,3,20%,Yes,$33.93,2016,05,May,0.38,$11.31
9852,CA-2016-158155,2016-05-02,2016-05-06,4,OK,Standard Class,EH-13765,Edward Hooks,Corporate,New York City,New York,East,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,$13.08,2,0%,No,$6.02,2016,05,May,0.46,$3.01
